X,Y
0.0,-0.036122033320866026
0.05001250312578145,-0.1019104180709392
0.1000250062515629,0.09524020384188636
0.15003750937734434,0.07721400637000603
0.2000500125031258,0.17413135080802644
0.25006251562890724,0.2651503441240855
0.30007501875468867,0.32533243516608257
0.35008752188047015,0.2708120376500558
0.4001000250062516,0.5412329863633982
0.450112528132033,0.45709691533632557
0.5001250312578145,0.41474954949151643
0.5501375343835959,0.45337836932220654
0.6001500375093773,0.5357698737016023
0.6501625406351588,0.6314173334872707
0.7001750437609403,0.6810411715080522
0.7501875468867217,0.594428884919692
0.8002000500125032,0.7812019068304082
0.8502125531382846,0.7023745141570632
0.900225056264066,0.6333972384726241
0.9502375593898476,0.8479163440607298
1.000250062515629,0.8487189024805686
1.0502625656414104,1.0345663476498839
1.1002750687671918,0.802145425045852
1.1502875718929733,0.7858581137422915
1.2003000750187547,0.9896062307094434
1.2503125781445361,0.9797359591192187
1.3003250812703175,0.9276081099586284
1.3503375843960992,0.969944105167922
1.4003500875218806,1.0271855985094593
1.450362590647662,0.8794419778033545
1.5003750937734435,1.260278714936078
1.550387596899225,1.2032625076192458
1.6004001000250063,1.093799261561513
1.6504126031507877,0.9885995150684614
1.7004251062765692,1.0451134225415104
1.7504376094023506,1.0663865576991234
1.800450112528132,1.051813041095232
1.8504626156539135,0.9565877239334947
1.900475118779695,1.0175825907162357
1.9504876219054765,1.081621778437769
2.000500125031258,1.0499142573322975
2.050512628157039,1.0409357395957703
2.100525131282821,0.9754211230844014
2.1505376344086025,0.8460357751873139
2.2005501375343837,0.6233926928083091
2.2505626406601653,0.839231722946767
2.3005751437859465,1.132726462894165
2.350587646911728,0.7240017372829822
2.4006001500375094,0.502599121938704
2.450612653163291,0.7431125236585594
2.5006251562890722,0.5674043313139235
2.550637659414854,0.6563769667076655
2.600650162540635,0.3024912200981983
2.6506626656664167,0.30398246373402094
2.7006751687921984,0.4035398769387806
2.7506876719179796,0.46003425027648714
2.8007001750437612,0.3096798008943106
2.8507126781695424,0.06674424355200553
2.900725181295324,0.2447695890623573
2.9507376844211053,0.1679698623779239
3.000750187546887,0.17234641198568507
3.050762690672668,0.059574985134196685
3.10077519379845,0.2419752919310324
3.150787696924231,0.051229528043351354
3.2008002000500126,-0.10912586116020878
3.2508127031757943,-0.16576207989738934
3.3008252063015755,-0.27299449163503164
3.350837709427357,-0.2540730074611781
3.4008502125531384,-0.21389208769513623
3.45086271567892,-0.12179468611783562
3.500875218804701,-0.3721038780902428
3.550887721930483,-0.40954295260429463
3.600900225056264,-0.6422740242733808
3.6509127281820457,-0.4876202118055954
3.700925231307827,-0.4776596598327892
3.7509377344336086,-0.41807990929241234
3.80095023755939,-0.7917645335558353
3.8509627406851714,-0.6855978505412788
3.900975243810953,-0.7957449811554425
3.9509877469367343,-0.5721042756837507
4.001000250062516,-0.6047298297471618
4.051012753188298,-0.5069799755788389
4.101025256314078,-0.7662871856285001
4.15103775943986,-0.959761429968803
4.201050262565642,-1.0473771099238065
4.251062765691423,-0.8138098918996245
4.301075268817205,-0.9987114118344275
4.351087771942986,-1.0041337423670227
4.401100275068767,-1.0336558963904703
4.451112778194549,-0.9076160821171633
4.501125281320331,-0.9603679363000993
4.551137784446111,-1.015728461005857
4.601150287571893,-0.8878783036253777
4.651162790697675,-0.9794470289649011
